_id,AnnoA,CorsoTIPO,ClasseNUMERO,ClasseNOME,SESSO,Isc
2134,2016/2017,Laurea Magistrale - dm 270/04,LM-05,Archivistica e biblioteconomia,M,36
2135,2016/2017,Laurea Magistrale - dm 270/04,LM-80,Scienze geografiche,M,33
2136,2016/2017,Laurea Magistrale - dm 270/04,LM-64,Scienze delle religioni,M,32
2137,2016/2017,Laurea Magistrale - dm 270/04,LM-34,Ingegneria navale,F,32
2138,2016/2017,Laurea Magistrale - dm 270/04,LM-11,Scienze per la conservazione dei beni culturali,M,30
2139,2016/2017,Laurea Magistrale - dm 270/04,LM-64,Scienze delle religioni,F,26
2140,2016/2017,Laurea Magistrale - dm 270/04,LM-43,Metodologie informatiche per le discipline umanistiche,M,26
2141,2016/2017,Laurea Magistrale - dm 270/04,LM-80,Scienze geografiche,F,24
2142,2016/2017,Laurea Magistrale - dm 270/04,LM-79,Scienze geofisiche,F,24
2143,2016/2017,Laurea Magistrale - dm 270/04,LM-72,Scienze e tecnologie della navigazione,M,22
2144,2016/2017,Laurea Magistrale - dm 270/04,LM-79,Scienze geofisiche,M,21
2145,2016/2017,Laurea Magistrale - dm 270/04,LM-91,Tecniche e metodi per la societa dell'informazione,F,21
2146,2016/2017,Laurea Magistrale a Ciclo Unico - dm 270/04,LMR/02,Conservazione e restauro dei beni culturali,M,13
2147,2016/2017,Laurea Magistrale - dm 270/04,LM-66,Sicurezza informatica,F,12
2148,2016/2017,Laurea Magistrale - dm 270/04,LM-72,Scienze e tecnologie della navigazione,F,5
2149,2015/2016,Laurea - dm 270/04,L-18,Scienze dell'economia e della gestione aziendale,M,19012
2150,2015/2016,Laurea - dm 270/04,L-09,Ingegneria industriale,M,16662
2151,2015/2016,Laurea - dm 270/04,L-18,Scienze dell'economia e della gestione aziendale,F,13866
2152,2015/2016,Laurea Magistrale a Ciclo Unico - dm 270/04,LMG/01,Magistrali in giurisprudenza,F,11635
2153,2015/2016,Laurea - dm 270/04,L-08,Ingegneria dell'informazione,M,11317
2154,2015/2016,Laurea - dm 270/04,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",F,11128
2155,2015/2016,Laurea - dm 270/04,L-11,Lingue e culture moderne,F,11047
2156,2015/2016,Laurea - dm 270/04,L-19,Scienze dell'educazione e della formazione,F,10814
2157,2015/2016,Laurea Magistrale - dm 270/04,LM-77,Scienze economico-aziendali,F,8097
2158,2015/2016,Laurea Magistrale - dm 270/04,LM-77,Scienze economico-aziendali,M,8033
2159,2015/2016,Laurea - dm 270/04,L-24,Scienze e tecniche psicologiche,F,8004
2160,2015/2016,Laurea - dm 270/04,L-12,Mediazione linguistica,F,7761
2161,2015/2016,Laurea Magistrale a Ciclo Unico - dm 270/04,LMG/01,Magistrali in giurisprudenza,M,7666
2162,2015/2016,Laurea - dm 270/04,L-33,Scienze economiche,M,6382
2163,2015/2016,Laurea - dm 270/04,L-20,Scienze della comunicazione,F,6294
2164,2015/2016,Laurea - dm 270/04,L-31,Scienze e tecnologie informatiche,M,6226
2165,2015/2016,Laurea - dm 270/04,L-22,Scienze delle attività motorie e sportive,M,6128
2166,2015/2016,Laurea Magistrale - dm 270/04,LM-51,Psicologia,F,6051
2167,2015/2016,Laurea - dm 270/04,L-10,Lettere,F,6033
2168,2015/2016,Laurea - dm 270/04,L-36,Scienze politiche e delle relazioni internazionali,M,5720
2169,2015/2016,Laurea - dm 270/04,L-13,Scienze biologiche,F,5679
2170,2015/2016,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-41,Medicina e chirurgia,F,5174
2171,2015/2016,Laurea - dm 270/04,L-36,Scienze politiche e delle relazioni internazionali,F,5147
2172,2015/2016,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-13ante22,Farmacia e farmacia industriale,F,4937
2173,2015/2016,Laurea - dm 270/04,L-09,Ingegneria industriale,F,4759
2174,2015/2016,Laurea - dm 270/04,L-33,Scienze economiche,F,4389
2175,2015/2016,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-41,Medicina e chirurgia,M,4327
2176,2015/2016,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-85 bis,Scienze della formazione primaria,F,4227
2177,2015/2016,Laurea - dm 270/04,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",M,4076
2178,2015/2016,Laurea - dm 270/04,L-07,Ingegneria civile e ambientale,M,3811
2179,2015/2016,Laurea - dm 270/04,L-01,Beni culturali,F,3711
2180,2015/2016,Laurea - dm 270/04,L-20,Scienze della comunicazione,M,3688
2181,2015/2016,Laurea - dm 270/04,L-02,Biotecnologie,F,3192
2182,2015/2016,Laurea - dm 270/04,L-39,Servizio sociale,F,3187
2183,2015/2016,Laurea Magistrale - dm 270/04,LM-33,Ingegneria meccanica,M,3155
2184,2015/2016,Laurea - dm 270/04,L-25,Scienze e tecnologie agrarie e forestali,M,3131
2185,2015/2016,Laurea - dm 270/04,L-11,Lingue e culture moderne,M,2996
2186,2015/2016,Laurea - dm 270/04,L-08,Ingegneria dell'informazione,F,2852
2187,2015/2016,Laurea - dm 270/04,L/SNT2,Professioni sanitarie della riabilitazione,F,2851
2188,2015/2016,Laurea Magistrale - dm 270/04,LM-06,Biologia,F,2644
2189,2015/2016,Laurea - dm 270/04,L-24,Scienze e tecniche psicologiche,M,2617
2190,2015/2016,Laurea - dm 270/04,L-30,Scienze e tecnologie fisiche,M,2591
2191,2015/2016,Laurea - dm 270/04,L-10,Lettere,M,2526
2192,2015/2016,Laurea - dm 270/04,L-14,Scienze dei servizi giuridici,F,2444
2193,2015/2016,Laurea - dm 270/04,L-13,Scienze biologiche,M,2427
2194,2015/2016,Laurea - dm 270/04,L-22,Scienze delle attività motorie e sportive,F,2419
2195,2015/2016,Laurea Magistrale - dm 270/04,LM-14,Filologia moderna,F,2303
2196,2015/2016,Laurea Magistrale - dm 270/04,LM-23,Ingegneria civile,M,2287
2197,2015/2016,Laurea Magistrale - dm 270/04,LM-85,Scienze pedagogiche,F,2126
2198,2015/2016,Laurea - dm 270/04,L-40,Sociologia,F,2116
2199,2015/2016,Laurea - dm 270/04,L-15,Scienze del turismo,F,2100
2200,2015/2016,Laurea - dm 270/04,L-27,Scienze e tecnologie chimiche,M,2089
2201,2015/2016,Laurea - dm 270/04,L/SNT3,Professioni sanitarie tecniche,F,2032
2202,2015/2016,Laurea Magistrale - dm 270/04,LM-56,Scienze dell'economia,M,1949
2203,2015/2016,Laurea - dm 270/04,L-14,Scienze dei servizi giuridici,M,1940
2204,2015/2016,Laurea - dm 270/04,L-26,Scienze e tecnologie alimentari,F,1933
2205,2015/2016,Laurea - dm 270/04,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda",F,1916
2206,2015/2016,Laurea Magistrale - dm 270/04,LM-37,Lingue e letterature moderne europee e americane,F,1914
2207,2015/2016,Laurea - dm 270/04,L-26,Scienze e tecnologie alimentari,M,1907
2208,2015/2016,Laurea - dm 270/04,L-27,Scienze e tecnologie chimiche,F,1872
2209,2015/2016,Laurea - dm 270/04,L-05,Filosofia,M,1858
2210,2015/2016,Laurea Magistrale - dm 270/04,LM-32,Ingegneria informatica,M,1848
2211,2015/2016,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-13ante22,Farmacia e farmacia industriale,M,1824
2212,2015/2016,Laurea Magistrale - dm 270/04,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,F,1819
2213,2015/2016,Laurea Magistrale - dm 270/04,LM-31,Ingegneria gestionale,M,1813
2214,2015/2016,Laurea - dm 270/04,L-12,Mediazione linguistica,M,1802
2215,2015/2016,Laurea - dm 270/04,L-05,Filosofia,F,1770
2216,2015/2016,Laurea - dm 270/04,L-02,Biotecnologie,M,1713
2217,2015/2016,Laurea - dm 270/04,L/SNT2,Professioni sanitarie della riabilitazione,M,1695
2218,2015/2016,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),F,1692
2219,2015/2016,Laurea Magistrale - dm 270/04,LM-04,Architettura e ingegneria edile-architettura,F,1680
2220,2015/2016,Laurea Magistrale - dm 270/04,LM-56,Scienze dell'economia,F,1666
2221,2015/2016,Laurea - dm 270/04,L-17,Scienze dell'architettura,F,1600
2222,2015/2016,Laurea - dm 270/04,L-07,Ingegneria civile e ambientale,F,1529
2223,2015/2016,Laurea - dm 270/04,L-29,Scienze e tecnologie farmaceutiche,F,1527
2224,2015/2016,Laurea - dm 270/04,L-04,Disegno industriale,F,1495
2225,2015/2016,Laurea - dm 270/04,L-42,Storia,M,1447
2226,2015/2016,Laurea - dm 270/04,L-32,Scienze e tecnologie per l'ambiente e la natura,F,1418
2227,2015/2016,Laurea Magistrale - dm 270/04,LM-87,Servizio sociale e politiche sociali,F,1401
2228,2015/2016,Laurea - dm 270/04,L-01,Beni culturali,M,1391
2229,2015/2016,Laurea Magistrale - dm 270/04,LM-52,Relazioni internazionali,F,1354
2230,2015/2016,Laurea Magistrale - dm 270/04,LM-04,Architettura e ingegneria edile-architettura,M,1352
2231,2015/2016,Laurea - dm 270/04,L-16,Scienze dell'amministrazione e dell'organizzazione,F,1342
2232,2015/2016,Laurea - dm 270/04,L-17,Scienze dell'architettura,M,1310
2233,2015/2016,Laurea Magistrale - dm 270/04,LM-51,Psicologia,M,1309
2234,2015/2016,Laurea - dm 270/04,L-38,Scienze zootecniche e tecnologie delle produzioni animali,F,1298
2235,2015/2016,Laurea - dm 270/04,L/SNT3,Professioni sanitarie tecniche,M,1283
2236,2015/2016,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),M,1281
2237,2015/2016,Laurea - dm 270/04,L-25,Scienze e tecnologie agrarie e forestali,F,1279
2238,2015/2016,Laurea - dm 270/04,L-35,Scienze matematiche,M,1272
2239,2015/2016,Laurea - dm 270/04,L-16,Scienze dell'amministrazione e dell'organizzazione,M,1271
2240,2015/2016,Laurea - dm 270/04,L-19,Scienze dell'educazione e della formazione,M,1256
2241,2015/2016,Laurea - dm 270/04,L-32,Scienze e tecnologie per l'ambiente e la natura,M,1246
2242,2015/2016,Laurea - dm 270/04,L-35,Scienze matematiche,F,1239
2243,2015/2016,Laurea Magistrale - dm 270/04,LM-89,Storia dell'arte,F,1141
2244,2015/2016,Laurea - dm 270/04,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda",M,1102
2245,2015/2016,Laurea - dm 270/04,L-04,Disegno industriale,M,1088
2246,2015/2016,Laurea - dm 270/04,L-30,Scienze e tecnologie fisiche,F,1084
2247,2015/2016,Laurea Magistrale - dm 270/04,LM-31,Ingegneria gestionale,F,1078
2248,2015/2016,Laurea Magistrale - dm 270/04,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicità",F,1001
2249,2015/2016,Laurea Magistrale - dm 270/04,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",F,994
2250,2015/2016,Laurea Magistrale - dm 270/04,LM-06,Biologia,M,960
2251,2015/2016,Laurea Magistrale - dm 270/04,LM-30,Ingegneria energetica e nucleare,M,950
2252,2015/2016,Laurea Magistrale - dm 270/04,LM-52,Relazioni internazionali,M,947
2253,2015/2016,Laurea Magistrale - dm 270/04,LM-67,Scienze e tecniche delle attività motorie preventive e adattate,M,910
2254,2015/2016,Laurea Magistrale - dm 270/04,LM-61,Scienze della nutrizione umana,F,907
2255,2015/2016,Laurea Magistrale - dm 270/04,LM-23,Ingegneria civile,F,865
2256,2015/2016,Laurea - dm 270/04,L-40,Sociologia,M,863
2257,2015/2016,Laurea - dm 270/04,L-31,Scienze e tecnologie informatiche,F,858
2258,2015/2016,Laurea - dm 270/04,L-34,Scienze geologiche,M,853
2259,2015/2016,Laurea Magistrale - dm 270/04,LM-29,Ingegneria elettronica,M,839
2260,2015/2016,Laurea Magistrale - dm 270/04,LM-17,Fisica,M,824
2261,2015/2016,Laurea - dm 270/04,L-42,Storia,F,819
2262,2015/2016,Laurea Magistrale - dm 270/04,LM-18,Informatica,M,816
2263,2015/2016,Laurea Magistrale - dm 270/04,LM-20,Ingegneria aerospaziale e astronautica,M,783
2264,2015/2016,Laurea Magistrale - dm 270/04,LM-94,Traduzione specialistica e interpretariato,F,772
2265,2015/2016,Laurea Magistrale - dm 270/04,LM-78,Scienze filosofiche,F,769
2266,2015/2016,Laurea - dm 270/04,L-15,Scienze del turismo,M,765
2267,2015/2016,Laurea Magistrale - dm 270/04,LM-21,Ingegneria biomedica,F,750
2268,2015/2016,Laurea Magistrale - dm 270/04,LM-78,Scienze filosofiche,M,731
2269,2015/2016,Laurea Magistrale - dm 270/04,LM/SNT1,Scienze infermieristiche e ostetriche,F,730
2270,2015/2016,Laurea Magistrale - dm 270/04,LM-14,Filologia moderna,M,730
2271,2015/2016,Laurea Magistrale - dm 270/04,LM-50,Programmazione e gestione dei servizi educativi,F,729
2272,2015/2016,Laurea Magistrale - dm 270/04,LM-19,Informazione e sistemi editoriali,F,721
2273,2015/2016,Laurea Magistrale - dm 270/04,LM-63,Scienze delle pubbliche amministrazioni,F,712
2274,2015/2016,Laurea Magistrale - dm 270/04,LM-84,Scienze storiche,M,702
2275,2015/2016,Laurea Magistrale - dm 270/04,LM-67,Scienze e tecniche delle attività motorie preventive e adattate,F,694
2276,2015/2016,Laurea Magistrale - dm 270/04,LM-35,Ingegneria per l'ambiente e il territorio,M,666
2277,2015/2016,Laurea - dm 270/04,L-23,Scienze e tecniche dell'edilizia,M,646
2278,2015/2016,Laurea Magistrale - dm 270/04,LM-69,Scienze e tecnologie agrarie,M,635
2279,2015/2016,Laurea Magistrale - dm 270/04,LM-25,Ingegneria dell'automazione,M,626
2280,2015/2016,Laurea Magistrale - dm 270/04,LM-16,Finanza,M,615
2281,2015/2016,Laurea Magistrale - dm 270/04,LM-12,Design,F,613
2282,2015/2016,Laurea Magistrale - dm 270/04,LM-68,Scienze e tecniche dello sport,M,613
2283,2015/2016,Laurea Magistrale - dm 270/04,LM-24,Ingegneria dei sistemi edilizi,M,607
2284,2015/2016,Laurea Magistrale - dm 270/04,LM-40,Matematica,F,602
2285,2015/2016,Laurea Magistrale - dm 270/04,LM-02,Archeologia,F,602
2286,2015/2016,Laurea - dm 270/04,L-38,Scienze zootecniche e tecnologie delle produzioni animali,M,576
2287,2015/2016,Laurea Magistrale - dm 270/04,LM-63,Scienze delle pubbliche amministrazioni,M,566
2288,2015/2016,Laurea Magistrale - dm 270/04,LM-40,Matematica,M,555
2289,2015/2016,Laurea - dm 270/04,L-41,Statistica,M,551
2290,2015/2016,Laurea Magistrale - dm 270/04,LM-88,Sociologia e ricerca sociale,F,549
2291,2015/2016,Laurea Magistrale - dm 270/04,LM-28,Ingegneria elettrica,M,547
2292,2015/2016,Laurea Magistrale - dm 270/04,LM-70,Scienze e tecnologie alimentari,F,536
2293,2015/2016,Laurea Magistrale - dm 270/04,LM-21,Ingegneria biomedica,M,528
2294,2015/2016,Laurea Magistrale - dm 270/04,LM-54,Scienze chimiche,M,517
2295,2015/2016,Laurea - dm 270/04,L-29,Scienze e tecnologie farmaceutiche,M,511
2296,2015/2016,Laurea Magistrale - dm 270/04,LM-62,Scienze della politica,M,507
2297,2015/2016,Laurea Magistrale - dm 270/04,LM-54,Scienze chimiche,F,499
2298,2015/2016,Laurea Magistrale - dm 270/04,LM-39,Linguistica,F,494
2299,2015/2016,Laurea Magistrale - dm 270/04,LM-15,"Filologia, letterature e storia dell'antichità",F,483
2300,2015/2016,Laurea Magistrale - dm 270/04,LM-22,Ingegneria chimica,M,481
2301,2015/2016,Laurea - dm 270/04,L/SNT4,Professioni sanitarie della prevenzione,F,478
2302,2015/2016,Laurea Magistrale - dm 270/04,LM-65,Scienze dello spettacolo e produzione multimediale,F,475
2303,2015/2016,Laurea Magistrale - dm 270/04,LM-35,Ingegneria per l'ambiente e il territorio,F,472
2304,2015/2016,Laurea Magistrale - dm 270/04,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicità",M,471
2305,2015/2016,Laurea Magistrale - dm 270/04,LM-74,Scienze e tecnologie geologiche,M,462
2306,2015/2016,Laurea Magistrale - dm 270/04,LM-24,Ingegneria dei sistemi edilizi,F,462
2307,2015/2016,Laurea Magistrale - dm 270/04,LM-57,Scienze dell'educazione degli adulti e della formazione continua,F,461
2308,2015/2016,Laurea Magistrale - dm 270/04,LM-84,Scienze storiche,F,457
2309,2015/2016,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-42,Medicina veterinaria,F,456
2310,2015/2016,Laurea Magistrale - dm 270/04,LM-62,Scienze della politica,F,455
2311,2015/2016,Laurea Magistrale - dm 270/04,LM-27,Ingegneria delle telecomunicazioni,M,432
2312,2015/2016,Laurea - dm 270/04,L-23,Scienze e tecniche dell'edilizia,F,427
2313,2015/2016,Laurea - dm 270/04,L-34,Scienze geologiche,F,425
2314,2015/2016,Laurea - dm 270/04,L-37,"Scienze sociali per la cooperazione, lo sviluppo e la pace",F,424
2315,2015/2016,Laurea Magistrale - dm 270/04,LM-92,Teorie della comunicazione,F,423
2316,2015/2016,Laurea Magistrale - dm 270/04,LM-49,Progettazione e gestione dei sistemi turistici,F,413
2317,2015/2016,Laurea - dm 270/04,L/SNT4,Professioni sanitarie della prevenzione,M,406
2318,2015/2016,Laurea Magistrale - dm 270/04,LM/SNT2,Scienze riabilitative delle professioni sanitarie,F,405
2319,2015/2016,Laurea Magistrale - dm 270/04,LM-33,Ingegneria meccanica,F,388
2320,2015/2016,Laurea Magistrale - dm 270/04,LM-81,Scienze per la cooperazione allo sviluppo,F,385
2321,2015/2016,Laurea - dm 270/04,L-41,Statistica,F,380
2322,2015/2016,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-46,Odontoiatria e protesi dentaria,M,373
2323,2015/2016,Laurea Magistrale - dm 270/04,LM-53ante21,Scienza e ingegneria dei materiali,M,371
2324,2015/2016,Laurea - dm 270/04,L-39,Servizio sociale,M,370
2325,2015/2016,Laurea Magistrale - dm 270/04,LM-16,Finanza,F,367
2326,2015/2016,Laurea Magistrale - dm 270/04,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",M,363
2327,2015/2016,Laurea - dm 270/04,L-21,"Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",M,362
2328,2015/2016,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-46,Odontoiatria e protesi dentaria,F,350
2329,2015/2016,Laurea Magistrale - dm 270/04,LM-37,Lingue e letterature moderne europee e americane,M,346
2330,2015/2016,Laurea Magistrale - dm 270/04,LM-70,Scienze e tecnologie alimentari,M,339
2331,2015/2016,Laurea Magistrale - dm 270/04,LM-12,Design,M,333
2332,2015/2016,Laurea Magistrale - dm 270/04,LM-76,Scienze economiche per l'ambiente e la cultura,F,330
2333,2015/2016,Laurea Magistrale - dm 270/04,LM-22,Ingegneria chimica,F,313
2334,2015/2016,Laurea Magistrale - dm 270/04,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,M,311
2335,2015/2016,Laurea Magistrale - dm 270/04,LM-74,Scienze e tecnologie geologiche,F,308
2336,2015/2016,Laurea Magistrale - dm 270/04,LM-61,Scienze della nutrizione umana,M,308
2337,2015/2016,Laurea Magistrale - dm 270/04,LM-32,Ingegneria informatica,F,307
2338,2015/2016,Laurea Magistrale - dm 270/04,LM-17,Fisica,F,299
2339,2015/2016,Laurea Magistrale - dm 270/04,LM-02,Archeologia,M,293
2340,2015/2016,Laurea Magistrale - dm 270/04,LM-19,Informazione e sistemi editoriali,M,291
2341,2015/2016,Laurea Magistrale - dm 270/04,LM-82,Scienze statistiche,M,276
2342,2015/2016,Laurea Magistrale - dm 270/04,LM-69,Scienze e tecnologie agrarie,F,274
2343,2015/2016,Laurea - dm 270/04,L-37,"Scienze sociali per la cooperazione, lo sviluppo e la pace",M,274
2344,2015/2016,Laurea Magistrale - dm 270/04,LM-82,Scienze statistiche,F,273
2345,2015/2016,Laurea Magistrale - dm 270/04,LM-30,Ingegneria energetica e nucleare,F,268
2346,2015/2016,Laurea  - dm 509/99,DS1,Scienze della difesa e della sicurezza,M,267
2347,2015/2016,Laurea Magistrale - dm 270/04,LM/SNT1,Scienze infermieristiche e ostetriche,M,263
2348,2015/2016,Laurea Magistrale - dm 270/04,LM-01,Antropologia culturale ed etnologia,F,258
2349,2015/2016,Laurea Magistrale - dm 270/04,LM-65,Scienze dello spettacolo e produzione multimediale,M,247
2350,2015/2016,Laurea Magistrale - dm 270/04,LM-89,Storia dell'arte,M,244
2351,2015/2016,Laurea Magistrale - dm 270/04,LM/SNT3,Scienze delle professioni sanitarie tecniche,F,242
2352,2015/2016,Laurea - dm 270/04,L-21,"Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",F,242
2353,2015/2016,Laurea Magistrale - dm 270/04,LM-08,Biotecnologie industriali,F,239
2354,2015/2016,Laurea Magistrale - dm 270/04,LM-88,Sociologia e ricerca sociale,M,233
2355,2015/2016,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-85 bis,Scienze della formazione primaria,M,233
2356,2015/2016,Laurea Specialistica - dm 509/99,DS1/S,Specialistiche nelle scienze della difesa e della sicurezza,M,232
2357,2015/2016,Laurea Magistrale - dm 270/04,LM-44,Modellistica matematico-fisica per l'ingegneria,M,231
2358,2015/2016,Laurea Magistrale - dm 270/04,LM-36,Lingue e letterature dell'Africa e dell'Asia,F,229
2359,2015/2016,Laurea Magistrale - dm 270/04,LM-75,Scienze e tecnologie per l'ambiente e il territorio,F,228
2360,2015/2016,Laurea Magistrale - dm 270/04,LM-68,Scienze e tecniche dello sport,F,227
2361,2015/2016,Laurea Magistrale - dm 270/04,LM-73,Scienze e tecnologie forestali ed ambientali,M,226
2362,2015/2016,Laurea - dm 270/04,L-28,Scienze e tecnologie della navigazione,M,224
2363,2015/2016,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-42,Medicina veterinaria,M,211
2364,2015/2016,Laurea Magistrale - dm 270/04,LM-75,Scienze e tecnologie per l'ambiente e il territorio,M,186
